Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
25195187.0,12639533.0,12555654.0,36.878,12.406,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,38114542813.287,-8.08958997737798,-1538861481.64055,2770762017.47056,2749.17586442204,17.249617595115552,88.7791232808579,1975,South Africa
24552540.0,12318137.0,12234403.0,37.241,12.773,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,36807721039.2511,2.77199539024788,-1249490410.32883,3031743516.2278,2629.5446418171,17.249617595115552,89.1592604020521,1974,South Africa
23913099.0,11999767.0,11913332.0,37.611,13.147,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,29295674713.3562,10.9394281115733,-925126569.89546,2011645937.03125,2503.6487324374,17.249617595115552,89.4228939751774,1973,South Africa
23281508.0,11686260.0,11595248.0,37.956,13.522,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,21357435928.4543,1.54878346596573,-702461651.928696,1540212214.59922,2389.23526774984,17.249617595115552,89.1788981397106,1972,South Africa
22665271.0,11380631.0,11284640.0,38.266,13.892,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,20333691315.355,1.0819449232885225,-655745116.337859,1491855094.09914,2239.90262459249,17.249617595115552,89.6365378545042,1971,South Africa
22069776.0,11084993.0,10984783.0,38.542,14.255,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,18418392640.0103,1.0819449232885225,-663599734.825546,1244599502.65804,3991.571086873487,17.249617595115552,87.4075277303104,1970,South Africa
21496075.0,10799785.0,10696290.0,38.797,14.609,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,16780393294.5548,1.0819449232885225,-599199760.559775,1311799475.80493,3991.571086873487,17.249617595115552,87.4075277303104,1969,South Africa
20942145.0,10524044.0,10418101.0,39.049,14.952,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,14894594048.1202,1.0819449232885225,-516599793.566722,1247399501.53916,3991.571086873487,17.249617595115552,87.4075277303104,1968,South Africa
20406864.0,10256912.0,10149952.0,39.313,15.287,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,13777394494.5532,1.0819449232885225,-449399820.419832,1373399451.18958,3991.571086873487,17.249617595115552,87.4075277303104,1967,South Africa
19888250.0,9997044.0,9891206.0,39.588,15.614,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,12354995062.944,1.0819449232885225,-433999826.573669,1118599553.00762,3991.571086873487,17.249617595115552,87.4075277303104,1966,South Africa
19384841.0,9743493.0,9641348.0,39.871,15.93,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,11334395470.7756,1.0819449232885225,-415799833.846386,992599603.357198,3991.571086873487,17.249617595115552,87.4075277303104,1965,South Africa
18896307.0,9495932.0,9400375.0,40.152,16.233,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,10373995854.5513,1.0819449232885225,-375199850.07014,933799626.853669,3991.571086873487,17.249617595115552,87.4075277303104,1964,South Africa
18423161.0,9254688.0,9168473.0,40.419,16.527,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,9423396234.41086,1.0819449232885225,-323399870.769412,978599608.951596,3991.571086873487,17.249617595115552,87.4075277303104,1963,South Africa
17965725.0,9020204.0,8945521.0,40.663,16.816,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,8497996604.20055,1.0819449232885225,-323399870.769412,898799640.839663,3991.571086873487,17.249617595115552,87.4075277303104,1962,South Africa
17524533.0,8793188.0,8731345.0,40.882,17.104,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,7972996813.99047,1.0819449232885225,-372399851.189019,877799649.23126,3991.571086873487,17.249617595115552,87.4075277303104,1961,South Africa
17099840.0,8574108.0,8525732.0,41.075,17.398,9.0,26.485999992915573,7.892535652433125,6.27846428326198,14.813107184001373,27.913678714207236,7575396972.87137,1.0819449232885225,-330399867.972213,807799677.203249,3991.571086873487,17.249617595115552,87.4075277303104,1960,South Africa
